city_name,country_name,country_code,state_name,city_full_name,state_id,city_id
Yanggao,China,CN,Guangdong,"Yanggao, Guangdong",,
Shiji,China,CN,Guangdong,"Shiji, Guangdong",,
Koktokay,China,CN,Xinjiang,"Koktokay, Xinjiang",,
Mabai,China,CN,Yunnan,"Mabai, Yunnan",,
Jinhe,China,CN,Yunnan,"Jinhe, Yunnan",,
Jiangna,China,CN,Yunnan,"Jiangna, Yunnan",,
Pingyi,China,CN,Shandong,"Pingyi, Shandong",,
Hengbei,China,CN,Guangdong,"Hengbei, Guangdong",,
Chengbin,China,CN,Hainan,"Chengbin, Hainan",,
Linkou,China,CN,Heilongjiang,"Linkou, Heilongjiang",,
Funing,China,CN,Hebei,"Funing, Hebei",,
Daying,China,CN,Hebei,"Daying, Hebei",,
Dongguan,China,CN,Shanxi,"Dongguan, Shanxi",,
E’erguna,China,CN,Inner Mongolia,"E’erguna, Inner Mongolia",,
Fancheng,China,CN,Shanxi,"Fancheng, Shanxi",,
Tailai,China,CN,Heilongjiang,"Tailai, Heilongjiang",,
Longquan,China,CN,Zhejiang,"Longquan, Zhejiang",,
Xinglong,China,CN,Hebei,"Xinglong, Hebei",,
Zhongcheng,China,CN,Yunnan,"Zhongcheng, Yunnan",,
Puqiancun,China,CN,Guangdong,"Puqiancun, Guangdong",,
Tongye,China,CN,Hebei,"Tongye, Hebei",,
Chaigoubu,China,CN,Hebei,"Chaigoubu, Hebei",,
Jingzhou,China,CN,Hebei,"Jingzhou, Hebei",,
Lanxi,China,CN,Heilongjiang,"Lanxi, Heilongjiang",,
Zhuolu,China,CN,Hebei,"Zhuolu, Hebei",,
Wenping,China,CN,Yunnan,"Wenping, Yunnan",,
Xiangjiaba,China,CN,Yunnan,"Xiangjiaba, Yunnan",,
Keshan,China,CN,Heilongjiang,"Keshan, Heilongjiang",,
Yinying,China,CN,Shanxi,"Yinying, Shanxi",,
Baiquan,China,CN,Heilongjiang,"Baiquan, Heilongjiang",,
Pan’an,China,CN,Gansu,"Pan’an, Gansu",,
Guzhou,China,CN,Guizhou,"Guzhou, Guizhou",,
Rongcheng,China,CN,Hebei,"Rongcheng, Hebei",,
Zhanggu,China,CN,Sichuan,"Zhanggu, Sichuan",,
Fanzhuang,China,CN,Hebei,"Fanzhuang, Hebei",,
Shangchuankou,China,CN,Qinghai,"Shangchuankou, Qinghai",,
Qingquan,China,CN,Gansu,"Qingquan, Gansu",,
Yitiaoshan,China,CN,Gansu,"Yitiaoshan, Gansu",,
Yanghe,China,CN,Ningxia,"Yanghe, Ningxia",,
Liuhe,China,CN,Jilin,"Liuhe, Jilin",,
Huishi,China,CN,Gansu,"Huishi, Gansu",,
Chengjiao Chengguanzhen,China,CN,Gansu,"Chengjiao Chengguanzhen, Gansu",,
Xinhua,China,CN,Yunnan,"Xinhua, Yunnan",,
Wanzhuang,China,CN,Hebei,"Wanzhuang, Hebei",,
Zanhuang,China,CN,Hebei,"Zanhuang, Hebei",,
Longshan,China,CN,Guizhou,"Longshan, Guizhou",,
Yuquan,China,CN,Shanxi,"Yuquan, Shanxi",,
Lushar,China,CN,Qinghai,"Lushar, Qinghai",,
Guangping,China,CN,Hebei,"Guangping, Hebei",,
Weiyuan,China,CN,Qinghai,"Weiyuan, Qinghai",,
Qarqan,China,CN,Xinjiang,"Qarqan, Xinjiang",,
Huinan,China,CN,Jilin,"Huinan, Jilin",,
Xieqiaocun,China,CN,Zhejiang,"Xieqiaocun, Zhejiang",,
Huquan,China,CN,Shanxi,"Huquan, Shanxi",,
Xibang,China,CN,Jiangsu,"Xibang, Jiangsu",,
Qinggang,China,CN,Heilongjiang,"Qinggang, Heilongjiang",,
Lingshou,China,CN,Hebei,"Lingshou, Hebei",,
Bamei,China,CN,Yunnan,"Bamei, Yunnan",,
Kangbao,China,CN,Hebei,"Kangbao, Hebei",,
Yangqingcun,China,CN,Guangdong,"Yangqingcun, Guangdong",,
Wenxicun,China,CN,Zhejiang,"Wenxicun, Zhejiang",,
Shangtangcun,China,CN,Guangdong,"Shangtangcun, Guangdong",,
Meihua,China,CN,Hebei,"Meihua, Hebei",,
Xinmin,China,CN,Shaanxi,"Xinmin, Shaanxi",,
Yongyang,China,CN,Guizhou,"Yongyang, Guizhou",,
Shihe,China,CN,Shanxi,"Shihe, Shanxi",,
Dongcun,China,CN,Shanxi,"Dongcun, Shanxi",,
Yongbei,China,CN,Yunnan,"Yongbei, Yunnan",,
Lianzhuang,China,CN,Hebei,"Lianzhuang, Hebei",,
Suifenhe,China,CN,Heilongjiang,"Suifenhe, Heilongjiang",,
Huajiang,China,CN,Guizhou,"Huajiang, Guizhou",,
Zhoujiajing,China,CN,Jiangsu,"Zhoujiajing, Jiangsu",,
Gannan,China,CN,Heilongjiang,"Gannan, Heilongjiang",,
Tianningcun,China,CN,Zhejiang,"Tianningcun, Zhejiang",,
Zengcun,China,CN,Hebei,"Zengcun, Hebei",,
Xikeng,China,CN,Guangdong,"Xikeng, Guangdong",,
Wuyang,China,CN,Guizhou,"Wuyang, Guizhou",,
Sucun,China,CN,Anhui,"Sucun, Anhui",,
Yanguancun,China,CN,Zhejiang,"Yanguancun, Zhejiang",,
Sunshi,China,CN,Hebei,"Sunshi, Hebei",,
Ma’erkang,China,CN,Sichuan,"Ma’erkang, Sichuan",,
Jiantang,China,CN,Yunnan,"Jiantang, Yunnan",,
Huaniu,China,CN,Gansu,"Huaniu, Gansu",,
Gengzhuangqiao,China,CN,Hebei,"Gengzhuangqiao, Hebei",,
Xiezhou,China,CN,Shanxi,"Xiezhou, Shanxi",,
Ping’an,China,CN,Qinghai,"Ping’an, Qinghai",,
Qianwu,China,CN,Guangdong,"Qianwu, Guangdong",,
Shicun,China,CN,Hebei,"Shicun, Hebei",,
Chini,China,CN,Guangdong,"Chini, Guangdong",,
Mengla,China,CN,Yunnan,"Mengla, Yunnan",,
Cui’erzhuang,China,CN,Hebei,"Cui’erzhuang, Hebei",,
Bianyang,China,CN,Guizhou,"Bianyang, Guizhou",,
Xinqing,China,CN,Heilongjiang,"Xinqing, Heilongjiang",,
Longmen,China,CN,Shaanxi,"Longmen, Shaanxi",,
Yongqing,China,CN,Gansu,"Yongqing, Gansu",,
Wangguanzhuang,China,CN,Hebei,"Wangguanzhuang, Hebei",,
Changling,China,CN,Jilin,"Changling, Jilin",,
Songlindian,China,CN,Hebei,"Songlindian, Hebei",,
Huaishu,China,CN,Hebei,"Huaishu, Hebei",,
Mali,China,CN,Yunnan,"Mali, Yunnan",,
Xielu,China,CN,Hebei,"Xielu, Hebei",,
Jinchang,China,CN,Shanxi,"Jinchang, Shanxi",,
Dayin,China,CN,Hebei,"Dayin, Hebei",,
Shidong,China,CN,Guangdong,"Shidong, Guangdong",,
Qingan,China,CN,Heilongjiang,"Qingan, Heilongjiang",,
Xingcheng,China,CN,Hebei,"Xingcheng, Hebei",,
Zhangjiazhuang,China,CN,Hebei,"Zhangjiazhuang, Hebei",,
Yangmei,China,CN,Guangdong,"Yangmei, Guangdong",,
Xincheng,China,CN,Shanxi,"Xincheng, Shanxi",,
Yaozhuangcun,China,CN,Zhejiang,"Yaozhuangcun, Zhejiang",,
Huaiyang,China,CN,Hebei,"Huaiyang, Hebei",,
Qabqa,China,CN,Qinghai,"Qabqa, Qinghai",,
Wangjiazhai,China,CN,Guizhou,"Wangjiazhai, Guizhou",,
Shimencun,China,CN,Zhejiang,"Shimencun, Zhejiang",,
Huazangsi,China,CN,Gansu,"Huazangsi, Gansu",,
Zhexiang,China,CN,Yunnan,"Zhexiang, Yunnan",,
Douyu,China,CN,Hebei,"Douyu, Hebei",,
Fangcun,China,CN,Hebei,"Fangcun, Hebei",,
Longwan,China,CN,Hebei,"Longwan, Hebei",,
Qinhe,China,CN,Shanxi,"Qinhe, Shanxi",,
Baicheng,China,CN,Xinjiang,"Baicheng, Xinjiang",,
Huanghuajie,China,CN,Yunnan,"Huanghuajie, Yunnan",,
Nanjian,China,CN,Yunnan,"Nanjian, Yunnan",,
Xiazhai,China,CN,Guizhou,"Xiazhai, Guizhou",,
Lindong,China,CN,Inner Mongolia,"Lindong, Inner Mongolia",,
Shankou,China,CN,Guangdong,"Shankou, Guangdong",,
Nenjiang,China,CN,Heilongjiang,"Nenjiang, Heilongjiang",,
Jiuzhou,China,CN,Hebei,"Jiuzhou, Hebei",,
Zongshizhuang,China,CN,Hebei,"Zongshizhuang, Hebei",,
Liujiaxia,China,CN,Gansu,"Liujiaxia, Gansu",,
Wofotang,China,CN,Hebei,"Wofotang, Hebei",,
Jiashizhuang,China,CN,Hebei,"Jiashizhuang, Hebei",,
Donglizhuang,China,CN,Hebei,"Donglizhuang, Hebei",,
Yong’an,China,CN,Chongqing,"Yong’an, Chongqing",,
Dongshan,China,CN,Guangdong,"Dongshan, Guangdong",,
Longtoushan Jiezi,China,CN,Yunnan,"Longtoushan Jiezi, Yunnan",,
Pangkou,China,CN,Hebei,"Pangkou, Hebei",,
Zhujiacun,China,CN,Yunnan,"Zhujiacun, Yunnan",,
Yongping,China,CN,Shaanxi,"Yongping, Shaanxi",,
Mengmeng,China,CN,Yunnan,"Mengmeng, Yunnan",,
Yecun,China,CN,Shaanxi,"Yecun, Shaanxi",,
Jitaicun,China,CN,Hebei,"Jitaicun, Hebei",,
Qingyuan,China,CN,Guangxi,"Qingyuan, Guangxi",,
Liulin,China,CN,Shaanxi,"Liulin, Shaanxi",,
Tangdukou,China,CN,Hunan,"Tangdukou, Hunan",,
Daxiang,China,CN,Guangdong,"Daxiang, Guangdong",,
Yehe,China,CN,Hebei,"Yehe, Hebei",,
Qiutouzhen,China,CN,Hebei,"Qiutouzhen, Hebei",,
Wangtan,China,CN,Hebei,"Wangtan, Hebei",,
Nanzhuangzhen,China,CN,Yunnan,"Nanzhuangzhen, Yunnan",,
Yashan,China,CN,Guangdong,"Yashan, Guangdong",,
Dongzhuosu,China,CN,Hebei,"Dongzhuosu, Hebei",,
Fangguan,China,CN,Hebei,"Fangguan, Hebei",,
Shimenzhai,China,CN,Hebei,"Shimenzhai, Hebei",,
Zhongzhai,China,CN,Guizhou,"Zhongzhai, Guizhou",,
Anshan,China,CN,Hebei,"Anshan, Hebei",,
Xingji,China,CN,Hebei,"Xingji, Hebei",,
Caiguantun,China,CN,Guizhou,"Caiguantun, Guizhou",,
Changchong,China,CN,Guizhou,"Changchong, Guizhou",,
Xisa,China,CN,Yunnan,"Xisa, Yunnan",,
Baiji,China,CN,Guizhou,"Baiji, Guizhou",,
Nongzhangjie,China,CN,Yunnan,"Nongzhangjie, Yunnan",,
Shazhou,China,CN,Gansu,"Shazhou, Gansu",,
Bingmei,China,CN,Guizhou,"Bingmei, Guizhou",,
Beiwanglizhen,China,CN,Hebei,"Beiwanglizhen, Hebei",,
Shangshan,China,CN,Guangdong,"Shangshan, Guangdong",,
Tangjiacun,China,CN,Guangdong,"Tangjiacun, Guangdong",,
Liuquan,China,CN,Hebei,"Liuquan, Hebei",,
Yaopu,China,CN,Guizhou,"Yaopu, Guizhou",,
Houbu,China,CN,Shanxi,"Houbu, Shanxi",,
Yaoquan,China,CN,Gansu,"Yaoquan, Gansu",,
Qingfengdian,China,CN,Hebei,"Qingfengdian, Hebei",,
Changtoushang,China,CN,Hainan,"Changtoushang, Hainan",,
Tuodian,China,CN,Yunnan,"Tuodian, Yunnan",,
Hanerik,China,CN,Xinjiang,"Hanerik, Xinjiang",,
Jinku,China,CN,Guangdong,"Jinku, Guangdong",,
Xinjun,China,CN,Zhejiang,"Xinjun, Zhejiang",,
Menghan,China,CN,Yunnan,"Menghan, Yunnan",,
Jiaohe,China,CN,Hebei,"Jiaohe, Hebei",,
Khutubi,China,CN,Xinjiang,"Khutubi, Xinjiang",,
Nandazhang,China,CN,Hebei,"Nandazhang, Hebei",,
Zhangliangcun,China,CN,Shanxi,"Zhangliangcun, Shanxi",,
Xihuachi,China,CN,Gansu,"Xihuachi, Gansu",,
Zhangcun,China,CN,Hebei,"Zhangcun, Hebei",,
Wangyuanqiao,China,CN,Ningxia,"Wangyuanqiao, Ningxia",,
Shuilou,China,CN,Guangdong,"Shuilou, Guangdong",,
Nansan,China,CN,Yunnan,"Nansan, Yunnan",,
Loufan,China,CN,Shanxi,"Loufan, Shanxi",,
Shenjiatun,China,CN,Hebei,"Shenjiatun, Hebei",,
Dusheng,China,CN,Hebei,"Dusheng, Hebei",,
Cuihua,China,CN,Yunnan,"Cuihua, Yunnan",,
Yangcunzai,China,CN,Guangdong,"Yangcunzai, Guangdong",,
Liantang,China,CN,Guangdong,"Liantang, Guangdong",,
Wancheng,China,CN,Hebei,"Wancheng, Hebei",,
Machang,China,CN,Guizhou,"Machang, Guizhou",,
Dacun,China,CN,Shaanxi,"Dacun, Shaanxi",,
Lingquan,China,CN,Shanxi,"Lingquan, Shanxi",,
Litian Gezhuang,China,CN,Hebei,"Litian Gezhuang, Hebei",,
Xinleitou,China,CN,Hebei,"Xinleitou, Hebei",,
Yinggen,China,CN,Hainan,"Yinggen, Hainan",,
Nanbaishezhen,China,CN,Hebei,"Nanbaishezhen, Hebei",,
Nanmeng,China,CN,Hebei,"Nanmeng, Hebei",,
Yangtangxu,China,CN,Guangdong,"Yangtangxu, Guangdong",,
Gaolincun,China,CN,Hebei,"Gaolincun, Hebei",,
Baichigan,China,CN,Hebei,"Baichigan, Hebei",,
Tanxia,China,CN,Guangdong,"Tanxia, Guangdong",,
Tiegan,China,CN,Hebei,"Tiegan, Hebei",,
Anyuan,China,CN,Gansu,"Anyuan, Gansu",,
Yingzhou Linchang,China,CN,Hainan,"Yingzhou Linchang, Hainan",,
Shanhe,China,CN,Gansu,"Shanhe, Gansu",,
Taicheng,China,CN,Shanxi,"Taicheng, Shanxi",,
Zhujiezhen,China,CN,Yunnan,"Zhujiezhen, Yunnan",,
Yian,China,CN,Heilongjiang,"Yian, Heilongjiang",,
Longtang,China,CN,Guizhou,"Longtang, Guizhou",,
Oroqen Zizhiqi,China,CN,Inner Mongolia,"Oroqen Zizhiqi, Inner Mongolia",,
Zhongbai,China,CN,Guizhou,"Zhongbai, Guizhou",,
Alashankou,China,CN,Xinjiang,"Alashankou, Xinjiang",,
Jiaozishan,China,CN,Guizhou,"Jiaozishan, Guizhou",,
Xinlizhuang,China,CN,Hebei,"Xinlizhuang, Hebei",,
Weibo,China,CN,Hebei,"Weibo, Hebei",,
Tianchang,China,CN,Hebei,"Tianchang, Hebei",,
Sanjiang,China,CN,Guangdong,"Sanjiang, Guangdong",,
Yangfang,China,CN,Hebei,"Yangfang, Hebei",,
Niutuo,China,CN,Hebei,"Niutuo, Hebei",,
Shijiazhuangnan,China,CN,Hebei,"Shijiazhuangnan, Hebei",,
Sungandiancun,China,CN,Hebei,"Sungandiancun, Hebei",,
Xiwanzi,China,CN,Hebei,"Xiwanzi, Hebei",,
Changchunpu,China,CN,Guizhou,"Changchunpu, Guizhou",,
Bayan,China,CN,Qinghai,"Bayan, Qinghai",,
Xiaguanying,China,CN,Gansu,"Xiaguanying, Gansu",,
Lanyi,China,CN,Shanxi,"Lanyi, Shanxi",,
Monan,China,CN,Hebei,"Monan, Hebei",,
Siyang,China,CN,Guizhou,"Siyang, Guizhou",,
Yanqi,China,CN,Xinjiang,"Yanqi, Xinjiang",,
Dengtangcun,China,CN,Guangdong,"Dengtangcun, Guangdong",,
Xinpo,China,CN,Guangdong,"Xinpo, Guangdong",,
Xinqiao,China,CN,Hebei,"Xinqiao, Hebei",,
Yamen,China,CN,Guangdong,"Yamen, Guangdong",,
Sanchahe,China,CN,Ningxia,"Sanchahe, Ningxia",,
Dajiecun,China,CN,Hebei,"Dajiecun, Hebei",,
Daiyue,China,CN,Shanxi,"Daiyue, Shanxi",,
Jelilyüzi,China,CN,Xinjiang,"Jelilyüzi, Xinjiang",,
Wangsicun,China,CN,Hebei,"Wangsicun, Hebei",,
Shiji,China,CN,Guangdong,"Shiji, Guangdong",,
Fengguangcun,China,CN,Guangdong,"Fengguangcun, Guangdong",,
Shaxi,China,CN,Guangdong,"Shaxi, Guangdong",,
Pingxiangcheng,China,CN,Hebei,"Pingxiangcheng, Hebei",,
Daying,China,CN,Hebei,"Daying, Hebei",,
Tunzi,China,CN,Gansu,"Tunzi, Gansu",,
Akto,China,CN,Xinjiang,"Akto, Xinjiang",,
Anzhou,China,CN,Hebei,"Anzhou, Hebei",,
Baishi Airikecun,China,CN,Xinjiang,"Baishi Airikecun, Xinjiang",,
Zuojiawu,China,CN,Hebei,"Zuojiawu, Hebei",,
Elixku,China,CN,Xinjiang,"Elixku, Xinjiang",,
Dabutou,China,CN,Shanxi,"Dabutou, Shanxi",,
Xindian,China,CN,Hebei,"Xindian, Hebei",,
Beiya,China,CN,Gansu,"Beiya, Gansu",,
Yejituo,China,CN,Hebei,"Yejituo, Hebei",,
Zhaoqiao,China,CN,Hebei,"Zhaoqiao, Hebei",,
Wangtuan,China,CN,Ningxia,"Wangtuan, Ningxia",,
Danihe,China,CN,Hebei,"Danihe, Hebei",,
Bulicun,China,CN,Guangdong,"Bulicun, Guangdong",,
Haomen,China,CN,Qinghai,"Haomen, Qinghai",,
Dama,China,CN,Zhejiang,"Dama, Zhejiang",,
Pingshang,China,CN,Guangdong,"Pingshang, Guangdong",,
Rongwo,China,CN,Qinghai,"Rongwo, Qinghai",,
Zhentang,China,CN,Guangdong,"Zhentang, Guangdong",,
Mengdong,China,CN,Yunnan,"Mengdong, Yunnan",,
Lixingcun,China,CN,Guangdong,"Lixingcun, Guangdong",,
Tilingzhai,China,CN,Hebei,"Tilingzhai, Hebei",,
Douzhuang,China,CN,Hebei,"Douzhuang, Hebei",,
Nanzhiqiu,China,CN,Hebei,"Nanzhiqiu, Hebei",,
Shenjiabang,China,CN,Zhejiang,"Shenjiabang, Zhejiang",,
Jieshang,China,CN,Guizhou,"Jieshang, Guizhou",,
Matou,China,CN,Hebei,"Matou, Hebei",,
Diaowo,China,CN,Hebei,"Diaowo, Hebei",,
Guying,China,CN,Hebei,"Guying, Hebei",,
Yangquan,China,CN,Shanxi,"Yangquan, Shanxi",,
Shangzhen,China,CN,Shaanxi,"Shangzhen, Shaanxi",,
Zhangzhengqiao,China,CN,Ningxia,"Zhangzhengqiao, Ningxia",,
Songcaozhen,China,CN,Hebei,"Songcaozhen, Hebei",,
Xincheng,China,CN,Hebei,"Xincheng, Hebei",,
Youwangjie,China,CN,Yunnan,"Youwangjie, Yunnan",,
Qingyang,China,CN,Shanxi,"Qingyang, Shanxi",,
Datang,China,CN,Guizhou,"Datang, Guizhou",,
Peyziwat,China,CN,Xinjiang,"Peyziwat, Xinjiang",,
Cishan,China,CN,Hebei,"Cishan, Hebei",,
Zhaitangcun,China,CN,Guangdong,"Zhaitangcun, Guangdong",,
Yinchengpu,China,CN,Hebei,"Yinchengpu, Hebei",,
Tekes,China,CN,Xinjiang,"Tekes, Xinjiang",,
Xiadian,China,CN,Hebei,"Xiadian, Hebei",,
Jishi,China,CN,Qinghai,"Jishi, Qinghai",,
Lianmuqin Kancun,China,CN,Xinjiang,"Lianmuqin Kancun, Xinjiang",,
Zhanjia,China,CN,Shaanxi,"Zhanjia, Shaanxi",,
Shangcaiyuan,China,CN,Yunnan,"Shangcaiyuan, Yunnan",,
Shaliuhe,China,CN,Hebei,"Shaliuhe, Hebei",,
Huangzhuang,China,CN,Hebei,"Huangzhuang, Hebei",,
Fucheng,China,CN,Gansu,"Fucheng, Gansu",,
Laojiezi,China,CN,Yunnan,"Laojiezi, Yunnan",,
Baiyan,China,CN,Guizhou,"Baiyan, Guizhou",,
Yankou,China,CN,Guizhou,"Yankou, Guizhou",,
Beixinzhuang,China,CN,Hebei,"Beixinzhuang, Hebei",,
Zangang,China,CN,Hebei,"Zangang, Hebei",,
Zaojiao,China,CN,Gansu,"Zaojiao, Gansu",,
Menglie,China,CN,Yunnan,"Menglie, Yunnan",,
Xangda,China,CN,Qinghai,"Xangda, Qinghai",,
Dongxianpo,China,CN,Hebei,"Dongxianpo, Hebei",,
Jiming,China,CN,Hebei,"Jiming, Hebei",,
Donggou,China,CN,Shanxi,"Donggou, Shanxi",,
Shentang,China,CN,Guangdong,"Shentang, Guangdong",,
Tongkou,China,CN,Hebei,"Tongkou, Hebei",,
Nilka,China,CN,Xinjiang,"Nilka, Xinjiang",,
Shahedian,China,CN,Hebei,"Shahedian, Hebei",,
Fengrenxu,China,CN,Guangdong,"Fengrenxu, Guangdong",,
Dongmaying,China,CN,Hebei,"Dongmaying, Hebei",,
Tanmen,China,CN,Hainan,"Tanmen, Hainan",,
Wanghong Yidui,China,CN,Ningxia,"Wanghong Yidui, Ningxia",,
Huangxicun,China,CN,Guangdong,"Huangxicun, Guangdong",,
Yingyangcun,China,CN,Guangxi,"Yingyangcun, Guangxi",,
Wenxian Chengguanzhen,China,CN,Gansu,"Wenxian Chengguanzhen, Gansu",,
Duanshan,China,CN,Guizhou,"Duanshan, Guizhou",,
Taozhuangcun,China,CN,Zhejiang,"Taozhuangcun, Zhejiang",,
Yingshouyingzi,China,CN,Hebei,"Yingshouyingzi, Hebei",,
Duanzhuang,China,CN,Shanxi,"Duanzhuang, Shanxi",,
Xinzhaidian,China,CN,Hebei,"Xinzhaidian, Hebei",,
Nanwucun,China,CN,Hebei,"Nanwucun, Hebei",,
Wuyuan,China,CN,Inner Mongolia,"Wuyuan, Inner Mongolia",,
Xinpo,China,CN,Hainan,"Xinpo, Hainan",,
Shetang,China,CN,Gansu,"Shetang, Gansu",,
Daheba,China,CN,Guizhou,"Daheba, Guizhou",,
Xunjiansi,China,CN,Yunnan,"Xunjiansi, Yunnan",,
Shangpa,China,CN,Yunnan,"Shangpa, Yunnan",,
Guotang,China,CN,Guangdong,"Guotang, Guangdong",,
Xiaba,China,CN,Guizhou,"Xiaba, Guizhou",,
Shibancun,China,CN,Guangdong,"Shibancun, Guangdong",,
Nan’ao,China,CN,Hebei,"Nan’ao, Hebei",,
Zhangguzhuang,China,CN,Hebei,"Zhangguzhuang, Hebei",,
Shuangtian,China,CN,Guangdong,"Shuangtian, Guangdong",,
Mangdongshan,China,CN,Yunnan,"Mangdongshan, Yunnan",,
Mashan,China,CN,Shanxi,"Mashan, Shanxi",,
Xinmin,China,CN,Guizhou,"Xinmin, Guizhou",,
Toksun,China,CN,Xinjiang,"Toksun, Xinjiang",,
Yangshuling,China,CN,Hebei,"Yangshuling, Hebei",,
Xiaobazi,China,CN,Guizhou,"Xiaobazi, Guizhou",,
Benhao,China,CN,Hainan,"Benhao, Hainan",,
Matouying,China,CN,Hebei,"Matouying, Hebei",,
Duzhuang,China,CN,Hebei,"Duzhuang, Hebei",,
Shiqiao,China,CN,Gansu,"Shiqiao, Gansu",,
Ciying,China,CN,Yunnan,"Ciying, Yunnan",,
Gonglang,China,CN,Yunnan,"Gonglang, Yunnan",,
Dongwang,China,CN,Hebei,"Dongwang, Hebei",,
Tanglou,China,CN,Guangdong,"Tanglou, Guangdong",,
Toqsu,China,CN,Xinjiang,"Toqsu, Xinjiang",,
Chahe,China,CN,Guizhou,"Chahe, Guizhou",,
Heshancun,China,CN,Zhejiang,"Heshancun, Zhejiang",,
Zhonghechang,China,CN,Guizhou,"Zhonghechang, Guizhou",,
Shangluhu,China,CN,Guangdong,"Shangluhu, Guangdong",,
Laoaoba,China,CN,Guizhou,"Laoaoba, Guizhou",,
Zhongtai,China,CN,Gansu,"Zhongtai, Gansu",,
Zhailuo,China,CN,Guizhou,"Zhailuo, Guizhou",,
Qincun,China,CN,Hebei,"Qincun, Hebei",,
Baishaling,China,CN,Guangdong,"Baishaling, Guangdong",,
Huanghuajing,China,CN,Guangdong,"Huanghuajing, Guangdong",,
Gaotan,China,CN,Shaanxi,"Gaotan, Shaanxi",,
Toli,China,CN,Xinjiang,"Toli, Xinjiang",,
Qujingpu,China,CN,Ningxia,"Qujingpu, Ningxia",,
Guma,China,CN,Xinjiang,"Guma, Xinjiang",,
Shuiding,China,CN,Xinjiang,"Shuiding, Xinjiang",,
Langdu,China,CN,Yunnan,"Langdu, Yunnan",,
Yangyuhe,China,CN,Shaanxi,"Yangyuhe, Shaanxi",,
Uchturpan,China,CN,Xinjiang,"Uchturpan, Xinjiang",,
Niuchangqiao,China,CN,Guizhou,"Niuchangqiao, Guizhou",,
Shilan,China,CN,Guangdong,"Shilan, Guangdong",,
Lufeng,China,CN,Yunnan,"Lufeng, Yunnan",,
Gabasumdo,China,CN,Qinghai,"Gabasumdo, Qinghai",,
Zongdi,China,CN,Guizhou,"Zongdi, Guizhou",,
Longtan,China,CN,Hebei,"Longtan, Hebei",,
Narat,China,CN,Xinjiang,"Narat, Xinjiang",,
Wangtang,China,CN,Hainan,"Wangtang, Hainan",,
Xima,China,CN,Hebei,"Xima, Hebei",,
Tongyangdao,China,CN,Inner Mongolia,"Tongyangdao, Inner Mongolia",,
Haiyang,China,CN,Hebei,"Haiyang, Hebei",,
Manbengtang,China,CN,Yunnan,"Manbengtang, Yunnan",,
Bo’ao,China,CN,Hainan,"Bo’ao, Hainan",,
