city_name,country_name,country_code,state_name,city_full_name,state_id,city_id
Longdian,China,CN,Hebei,"Longdian, Hebei",,
Kedu,China,CN,Guizhou,"Kedu, Guizhou",,
Zhongshan,China,CN,Gansu,"Zhongshan, Gansu",,
Qingshan,China,CN,Yunnan,"Qingshan, Yunnan",,
Liqizhuang,China,CN,Hebei,"Liqizhuang, Hebei",,
Jiangdi,China,CN,Yunnan,"Jiangdi, Yunnan",,
Zuitou,China,CN,Shaanxi,"Zuitou, Shaanxi",,
Chuimatan,China,CN,Gansu,"Chuimatan, Gansu",,
Hancun,China,CN,Hebei,"Hancun, Hebei",,
Jinju,China,CN,Guangdong,"Jinju, Guangdong",,
Shangxiao,China,CN,Gansu,"Shangxiao, Gansu",,
Chuanliaocun,China,CN,Zhejiang,"Chuanliaocun, Zhejiang",,
Yuanyangzhen,China,CN,Gansu,"Yuanyangzhen, Gansu",,
Ganjing,China,CN,Shaanxi,"Ganjing, Shaanxi",,
Zhaicun,China,CN,Guangdong,"Zhaicun, Guangdong",,
Lilancheng,China,CN,Hebei,"Lilancheng, Hebei",,
Liushuquan,China,CN,Hebei,"Liushuquan, Hebei",,
Shuanghe,China,CN,Shaanxi,"Shuanghe, Shaanxi",,
Bangzha,China,CN,Guizhou,"Bangzha, Guizhou",,
Dengjiazhuang,China,CN,Hebei,"Dengjiazhuang, Hebei",,
Xishan,China,CN,Guangdong,"Xishan, Guangdong",,
Dongfeng,China,CN,Guangdong,"Dongfeng, Guangdong",,
Haoping,China,CN,Shaanxi,"Haoping, Shaanxi",,
Gaoya,China,CN,Gansu,"Gaoya, Gansu",,
Maozhou,China,CN,Hebei,"Maozhou, Hebei",,
Yinajia,China,CN,Guizhou,"Yinajia, Guizhou",,
Nanpingcun,China,CN,Shanxi,"Nanpingcun, Shanxi",,
Lanling,China,CN,Guangdong,"Lanling, Guangdong",,
Haiwei,China,CN,Hainan,"Haiwei, Hainan",,
Fengruncun,China,CN,Shaanxi,"Fengruncun, Shaanxi",,
Yanyan,China,CN,Guangdong,"Yanyan, Guangdong",,
Zhongcun,China,CN,Gansu,"Zhongcun, Gansu",,
Wumayingcun,China,CN,Hebei,"Wumayingcun, Hebei",,
Mengdan,China,CN,Yunnan,"Mengdan, Yunnan",,
Xiaolongtan,China,CN,Yunnan,"Xiaolongtan, Yunnan",,
Dalupo,China,CN,Hainan,"Dalupo, Hainan",,
Wujiaying,China,CN,Shaanxi,"Wujiaying, Shaanxi",,
Yuzhang,China,CN,Guizhou,"Yuzhang, Guizhou",,
Malanguan,China,CN,Hebei,"Malanguan, Hebei",,
Shitan,China,CN,Guangdong,"Shitan, Guangdong",,
Liangwu,China,CN,Guangdong,"Liangwu, Guangdong",,
Zhuchangba,China,CN,Guizhou,"Zhuchangba, Guizhou",,
Dongxiaozhai,China,CN,Hebei,"Dongxiaozhai, Hebei",,
Zhenbeibu,China,CN,Ningxia,"Zhenbeibu, Ningxia",,
Ziketan,China,CN,Qinghai,"Ziketan, Qinghai",,
Tanglin,China,CN,Hebei,"Tanglin, Hebei",,
Shangtianba,China,CN,Yunnan,"Shangtianba, Yunnan",,
Xinxing,China,CN,Heilongjiang,"Xinxing, Heilongjiang",,
Liushui,China,CN,Shaanxi,"Liushui, Shaanxi",,
Hujiachi,China,CN,Hebei,"Hujiachi, Hebei",,
Qiaomaichuan,China,CN,Shanxi,"Qiaomaichuan, Shanxi",,
Dazhuang,China,CN,Hebei,"Dazhuang, Hebei",,
Pingtang,China,CN,Guizhou,"Pingtang, Guizhou",,
Huilongping,China,CN,Guizhou,"Huilongping, Guizhou",,
Baiheqiao,China,CN,Yunnan,"Baiheqiao, Yunnan",,
Lihe,China,CN,Gansu,"Lihe, Gansu",,
Suonan,China,CN,Gansu,"Suonan, Gansu",,
Hoh Ereg,China,CN,Inner Mongolia,"Hoh Ereg, Inner Mongolia",,
Nanxingguo,China,CN,Hebei,"Nanxingguo, Hebei",,
Dongsheng,China,CN,Gansu,"Dongsheng, Gansu",,
Bazhajiemicun,China,CN,Xinjiang,"Bazhajiemicun, Xinjiang",,
Jurh,China,CN,Inner Mongolia,"Jurh, Inner Mongolia",,
Qianmotou,China,CN,Hebei,"Qianmotou, Hebei",,
Xiaping,China,CN,Guangdong,"Xiaping, Guangdong",,
Jieshang,China,CN,Guizhou,"Jieshang, Guizhou",,
Neihuzhai,China,CN,Guangdong,"Neihuzhai, Guangdong",,
Jiucangzhou,China,CN,Hebei,"Jiucangzhou, Hebei",,
Shiling,China,CN,Guizhou,"Shiling, Guizhou",,
Nanyangcun,China,CN,Shaanxi,"Nanyangcun, Shaanxi",,
Yuli,China,CN,Xinjiang,"Yuli, Xinjiang",,
Wulongpu,China,CN,Shaanxi,"Wulongpu, Shaanxi",,
Gyêgu,China,CN,Qinghai,"Gyêgu, Qinghai",,
Huaibaijie,China,CN,Shaanxi,"Huaibaijie, Shaanxi",,
Xinsi,China,CN,Gansu,"Xinsi, Gansu",,
Yanshanbu,China,CN,Guizhou,"Yanshanbu, Guizhou",,
Beixingzhuang,China,CN,Shanxi,"Beixingzhuang, Shanxi",,
Maying,China,CN,Qinghai,"Maying, Qinghai",,
Shaomi,China,CN,Guizhou,"Shaomi, Guizhou",,
Zhengtun,China,CN,Guizhou,"Zhengtun, Guizhou",,
Huangzhai,China,CN,Shanxi,"Huangzhai, Shanxi",,
Gonghe,China,CN,Gansu,"Gonghe, Gansu",,
Gaoguzhuang,China,CN,Hebei,"Gaoguzhuang, Hebei",,
Zhedao,China,CN,Yunnan,"Zhedao, Yunnan",,
Daxin,China,CN,Guizhou,"Daxin, Guizhou",,
Zhucaoying,China,CN,Hebei,"Zhucaoying, Hebei",,
Chankou,China,CN,Gansu,"Chankou, Gansu",,
Pingtan,China,CN,Guangxi,"Pingtan, Guangxi",,
Lihuzhuang,China,CN,Hebei,"Lihuzhuang, Hebei",,
Caojiachuan,China,CN,Shanxi,"Caojiachuan, Shanxi",,
Luofa,China,CN,Hebei,"Luofa, Hebei",,
Qapqal,China,CN,Xinjiang,"Qapqal, Xinjiang",,
Yaojiafen,China,CN,Hebei,"Yaojiafen, Hebei",,
Tongzhou,China,CN,Guizhou,"Tongzhou, Guizhou",,
Xinzhai,China,CN,Guizhou,"Xinzhai, Guizhou",,
Zhoucun,China,CN,Hebei,"Zhoucun, Hebei",,
Tong’anyi,China,CN,Gansu,"Tong’anyi, Gansu",,
Qia’erbagecun,China,CN,Xinjiang,"Qia’erbagecun, Xinjiang",,
Xintian,China,CN,Yunnan,"Xintian, Yunnan",,
Sanhe,China,CN,Ningxia,"Sanhe, Ningxia",,
Youganning,China,CN,Qinghai,"Youganning, Qinghai",,
Jiangjiadong,China,CN,Guangdong,"Jiangjiadong, Guangdong",,
Agan,China,CN,Gansu,"Agan, Gansu",,
Hancha,China,CN,Shaanxi,"Hancha, Shaanxi",,
Anping,China,CN,Hebei,"Anping, Hebei",,
Xinnongcun,China,CN,Liaoning,"Xinnongcun, Liaoning",,
Zhangjiazhuang,China,CN,Hebei,"Zhangjiazhuang, Hebei",,
Yangping,China,CN,Yunnan,"Yangping, Yunnan",,
Hexiang,China,CN,Hainan,"Hexiang, Hainan",,
Hanmayingcun,China,CN,Hebei,"Hanmayingcun, Hebei",,
Gandujie,China,CN,Qinghai,"Gandujie, Qinghai",,
Donggou,China,CN,Hainan,"Donggou, Hainan",,
Qagan Us,China,CN,Qinghai,"Qagan Us, Qinghai",,
Diguapo,China,CN,Guizhou,"Diguapo, Guizhou",,
Guding,China,CN,Guizhou,"Guding, Guizhou",,
Yuancun,China,CN,Guizhou,"Yuancun, Guizhou",,
Jiangjiehe,China,CN,Guizhou,"Jiangjiehe, Guizhou",,
Zhaodianzi,China,CN,Hebei,"Zhaodianzi, Hebei",,
Xiaqiaotou,China,CN,Yunnan,"Xiaqiaotou, Yunnan",,
Liuliang,China,CN,Gansu,"Liuliang, Gansu",,
Liuguang,China,CN,Guizhou,"Liuguang, Guizhou",,
Guantiankan,China,CN,Guizhou,"Guantiankan, Guizhou",,
Hongshui,China,CN,Gansu,"Hongshui, Gansu",,
Doujing,China,CN,Guizhou,"Doujing, Guizhou",,
Yuanhucun,China,CN,Xinjiang,"Yuanhucun, Xinjiang",,
Hoxut,China,CN,Xinjiang,"Hoxut, Xinjiang",,
Xihuangcun,China,CN,Hebei,"Xihuangcun, Hebei",,
Heishanzuicun,China,CN,Hebei,"Heishanzuicun, Hebei",,
Magitang,China,CN,Qinghai,"Magitang, Qinghai",,
Heishuikeng,China,CN,Shaanxi,"Heishuikeng, Shaanxi",,
Tangbian,China,CN,Guizhou,"Tangbian, Guizhou",,
Mingjiujie,China,CN,Yunnan,"Mingjiujie, Yunnan",,
Zerong,China,CN,Guizhou,"Zerong, Guizhou",,
Tazishan,China,CN,Hebei,"Tazishan, Hebei",,
Xinhua,China,CN,Gansu,"Xinhua, Gansu",,
Caowotan,China,CN,Gansu,"Caowotan, Gansu",,
Qitai,China,CN,Inner Mongolia,"Qitai, Inner Mongolia",,
Jiaoxiyakou,China,CN,Yunnan,"Jiaoxiyakou, Yunnan",,
Hala,China,CN,Guizhou,"Hala, Guizhou",,
Longjia,China,CN,Hainan,"Longjia, Hainan",,
Sanpaicun,China,CN,Guangdong,"Sanpaicun, Guangdong",,
Liuma,China,CN,Guizhou,"Liuma, Guizhou",,
Guanzhai,China,CN,Guizhou,"Guanzhai, Guizhou",,
Shaogang,China,CN,Ningxia,"Shaogang, Ningxia",,
Shaoyu,China,CN,Gansu,"Shaoyu, Gansu",,
Qishe,China,CN,Guizhou,"Qishe, Guizhou",,
Shaying,China,CN,Guizhou,"Shaying, Guizhou",,
Gangwuzhen,China,CN,Guizhou,"Gangwuzhen, Guizhou",,
Mengjiacun,China,CN,Liaoning,"Mengjiacun, Liaoning",,
Matigou,China,CN,Shaanxi,"Matigou, Shaanxi",,
Quanzhang,China,CN,Shanxi,"Quanzhang, Shanxi",,
Gaoniang,China,CN,Guizhou,"Gaoniang, Guizhou",,
Yuanquan,China,CN,Gansu,"Yuanquan, Gansu",,
Yanggezhuang,China,CN,Hebei,"Yanggezhuang, Hebei",,
Shangjing,China,CN,Guangdong,"Shangjing, Guangdong",,
Zhongguyue,China,CN,Hebei,"Zhongguyue, Hebei",,
Miaojiaping,China,CN,Shaanxi,"Miaojiaping, Shaanxi",,
Longjia,China,CN,Shanxi,"Longjia, Shanxi",,
Minquan,China,CN,Gansu,"Minquan, Gansu",,
Dingjiagouxiang,China,CN,Gansu,"Dingjiagouxiang, Gansu",,
Duijiang,China,CN,Guizhou,"Duijiang, Guizhou",,
Zhoujia,China,CN,Gansu,"Zhoujia, Gansu",,
Chedaopo,China,CN,Gansu,"Chedaopo, Gansu",,
Dijiasuoxiang,China,CN,Gansu,"Dijiasuoxiang, Gansu",,
Dazhangzi,China,CN,Hebei,"Dazhangzi, Hebei",,
Xintangcun,China,CN,Guangdong,"Xintangcun, Guangdong",,
Manlin,China,CN,Yunnan,"Manlin, Yunnan",,
Xixinzhuangzhen,China,CN,Shanxi,"Xixinzhuangzhen, Shanxi",,
Xinlong,China,CN,Hainan,"Xinlong, Hainan",,
Long’e,China,CN,Guizhou,"Long’e, Guizhou",,
Xinying,China,CN,Gansu,"Xinying, Gansu",,
Miqiao,China,CN,Gansu,"Miqiao, Gansu",,
Dongjiangshui,China,CN,Gansu,"Dongjiangshui, Gansu",,
Dacaozhuang,China,CN,Hebei,"Dacaozhuang, Hebei",,
Liuchuan,China,CN,Guizhou,"Liuchuan, Guizhou",,
Liuguoju,China,CN,Shaanxi,"Liuguoju, Shaanxi",,
Fuying,China,CN,Hebei,"Fuying, Hebei",,
Liangyi,China,CN,Gansu,"Liangyi, Gansu",,
Kaiwen,China,CN,Yunnan,"Kaiwen, Yunnan",,
Wentang,China,CN,Guangdong,"Wentang, Guangdong",,
Zequ,China,CN,Qinghai,"Zequ, Qinghai",,
Jinji,China,CN,Guangdong,"Jinji, Guangdong",,
Xinyuan,China,CN,Qinghai,"Xinyuan, Qinghai",,
Longchang,China,CN,Guizhou,"Longchang, Guizhou",,
Zhongzai,China,CN,Guizhou,"Zhongzai, Guizhou",,
Changji,China,CN,Guizhou,"Changji, Guizhou",,
Yunshan,China,CN,Gansu,"Yunshan, Gansu",,
Taohongpozhen,China,CN,Shanxi,"Taohongpozhen, Shanxi",,
Baipingshan,China,CN,Guizhou,"Baipingshan, Guizhou",,
Bikou,China,CN,Gansu,"Bikou, Gansu",,
Chaona,China,CN,Gansu,"Chaona, Gansu",,
Nanzuo,China,CN,Hebei,"Nanzuo, Hebei",,
Xiaozhengzhuang,China,CN,Hebei,"Xiaozhengzhuang, Hebei",,
Yaojia,China,CN,Chongqing,"Yaojia, Chongqing",,
Hongsi,China,CN,Gansu,"Hongsi, Gansu",,
Chinggil,China,CN,Xinjiang,"Chinggil, Xinjiang",,
Dalachi,China,CN,Gansu,"Dalachi, Gansu",,
Dianga,China,CN,Gansu,"Dianga, Gansu",,
Xixucun,China,CN,Hebei,"Xixucun, Hebei",,
Luzhou,China,CN,Guangdong,"Luzhou, Guangdong",,
Hedongcun,China,CN,Gansu,"Hedongcun, Gansu",,
Machang,China,CN,Shaanxi,"Machang, Shaanxi",,
Chenlu,China,CN,Shaanxi,"Chenlu, Shaanxi",,
Wenwu,China,CN,Guangdong,"Wenwu, Guangdong",,
Jiaojiazhuang,China,CN,Gansu,"Jiaojiazhuang, Gansu",,
Mangqu,China,CN,Qinghai,"Mangqu, Qinghai",,
Banqiao,China,CN,Gansu,"Banqiao, Gansu",,
Baiceng,China,CN,Guizhou,"Baiceng, Guizhou",,
Erjie,China,CN,Yunnan,"Erjie, Yunnan",,
Liangwancun,China,CN,Yunnan,"Liangwancun, Yunnan",,
Xihuangni,China,CN,Hebei,"Xihuangni, Hebei",,
Yinhua,China,CN,Shaanxi,"Yinhua, Shaanxi",,
Majiagoucha,China,CN,Shaanxi,"Majiagoucha, Shaanxi",,
Humayingcun,China,CN,Hebei,"Humayingcun, Hebei",,
Huchuan,China,CN,Gansu,"Huchuan, Gansu",,
Qiaoyang,China,CN,Gansu,"Qiaoyang, Gansu",,
Jinta,China,CN,Gansu,"Jinta, Gansu",,
Shuichecun,China,CN,Guangdong,"Shuichecun, Guangdong",,
Huasuo,China,CN,Gansu,"Huasuo, Gansu",,
Sanjiang Nongchang,China,CN,Hainan,"Sanjiang Nongchang, Hainan",,
Shimubi,China,CN,Hainan,"Shimubi, Hainan",,
Xincun,China,CN,Yunnan,"Xincun, Yunnan",,
Majia,China,CN,Gansu,"Majia, Gansu",,
Yanhewan,China,CN,Shaanxi,"Yanhewan, Shaanxi",,
Wangjiaxian,China,CN,Gansu,"Wangjiaxian, Gansu",,
Sanpozhen,China,CN,Hebei,"Sanpozhen, Hebei",,
Wulong,China,CN,Guangdong,"Wulong, Guangdong",,
Yanshuiguan,China,CN,Shaanxi,"Yanshuiguan, Shaanxi",,
Wang’anzhen,China,CN,Hebei,"Wang’anzhen, Hebei",,
Lakoucun,China,CN,Zhejiang,"Lakoucun, Zhejiang",,
Zhipingxiang,China,CN,Gansu,"Zhipingxiang, Gansu",,
Wanding,China,CN,Yunnan,"Wanding, Yunnan",,
Chumpak,China,CN,Xinjiang,"Chumpak, Xinjiang",,
Taiyong,China,CN,Guizhou,"Taiyong, Guizhou",,
Huangyadong,China,CN,Shanxi,"Huangyadong, Shanxi",,
Ping’anbao,China,CN,Hebei,"Ping’anbao, Hebei",,
Chaoyangdicun,China,CN,Hebei,"Chaoyangdicun, Hebei",,
Jinmingsi,China,CN,Shaanxi,"Jinmingsi, Shaanxi",,
Xireg,China,CN,Qinghai,"Xireg, Qinghai",,
Mangha,China,CN,Yunnan,"Mangha, Yunnan",,
Yongcong,China,CN,Guizhou,"Yongcong, Guizhou",,
Sunjiayan,China,CN,Guizhou,"Sunjiayan, Guizhou",,
Qingxicun,China,CN,Guangdong,"Qingxicun, Guangdong",,
Shangping,China,CN,Guangdong,"Shangping, Guangdong",,
Qigexingcun,China,CN,Xinjiang,"Qigexingcun, Xinjiang",,
Shanyincun,China,CN,Hebei,"Shanyincun, Hebei",,
Bugugoucun,China,CN,Hebei,"Bugugoucun, Hebei",,
Mahao,China,CN,Guizhou,"Mahao, Guizhou",,
Damaishan,China,CN,Guangdong,"Damaishan, Guangdong",,
Ceyu,China,CN,Hebei,"Ceyu, Hebei",,
Huguan Nongchang,China,CN,Guangdong,"Huguan Nongchang, Guangdong",,
Honggu,China,CN,Gansu,"Honggu, Gansu",,
Pingtiancun,China,CN,Guangdong,"Pingtiancun, Guangdong",,
Kaji,China,CN,Yunnan,"Kaji, Yunnan",,
Shiwan,China,CN,Shaanxi,"Shiwan, Shaanxi",,
Tashi,China,CN,Shaanxi,"Tashi, Shaanxi",,
Zhongling,China,CN,Guizhou,"Zhongling, Guizhou",,
Qiaotouba,China,CN,Gansu,"Qiaotouba, Gansu",,
Dongyuancun,China,CN,Zhejiang,"Dongyuancun, Zhejiang",,
Xiaping,China,CN,Shaanxi,"Xiaping, Shaanxi",,
Reshuijie,China,CN,Guangdong,"Reshuijie, Guangdong",,
Nanzhai,China,CN,Guizhou,"Nanzhai, Guizhou",,
Xinyingheyan,China,CN,Gansu,"Xinyingheyan, Gansu",,
Shichuanxiang,China,CN,Gansu,"Shichuanxiang, Gansu",,
Shuangxianxiang,China,CN,Gansu,"Shuangxianxiang, Gansu",,
Xinchangcun,China,CN,Guizhou,"Xinchangcun, Guizhou",,
Xinbocun,China,CN,Hebei,"Xinbocun, Hebei",,
Maqu,China,CN,Gansu,"Maqu, Gansu",,
Zhengdong,China,CN,Yunnan,"Zhengdong, Yunnan",,
Bajiao,China,CN,Guizhou,"Bajiao, Guizhou",,
Liuba,China,CN,Gansu,"Liuba, Gansu",,
Baohe,China,CN,Shaanxi,"Baohe, Shaanxi",,
Baxiangshan,China,CN,Guangdong,"Baxiangshan, Guangdong",,
Xincheng,China,CN,Shanxi,"Xincheng, Shanxi",,
Lajia,China,CN,Qinghai,"Lajia, Qinghai",,
Erbaocun,China,CN,Xinjiang,"Erbaocun, Xinjiang",,
Jiajin,China,CN,Guizhou,"Jiajin, Guizhou",,
Aheqi,China,CN,Xinjiang,"Aheqi, Xinjiang",,
Diao’ecun,China,CN,Hebei,"Diao’ecun, Hebei",,
Xiaoba,China,CN,Guizhou,"Xiaoba, Guizhou",,
Shengping,China,CN,Yunnan,"Shengping, Yunnan",,
Huanian,China,CN,Yunnan,"Huanian, Yunnan",,
Hejiaji,China,CN,Shaanxi,"Hejiaji, Shaanxi",,
Lijiacha,China,CN,Shaanxi,"Lijiacha, Shaanxi",,
Caotan,China,CN,Gansu,"Caotan, Gansu",,
Bailin,China,CN,Gansu,"Bailin, Gansu",,
Sanjiaocheng,China,CN,Qinghai,"Sanjiaocheng, Qinghai",,
Xintianfeng,China,CN,Guangdong,"Xintianfeng, Guangdong",,
Xinyaoshang,China,CN,Guizhou,"Xinyaoshang, Guizhou",,
Longtaixiang,China,CN,Gansu,"Longtaixiang, Gansu",,
Gucheng,China,CN,Gansu,"Gucheng, Gansu",,
Wen’anyi,China,CN,Shaanxi,"Wen’anyi, Shaanxi",,
Wangjiabian,China,CN,Shaanxi,"Wangjiabian, Shaanxi",,
Mawu,China,CN,Gansu,"Mawu, Gansu",,
Pingtouchuanxiang,China,CN,Gansu,"Pingtouchuanxiang, Gansu",,
Ma’ai,China,CN,Gansu,"Ma’ai, Gansu",,
Guantingzhan,China,CN,Hebei,"Guantingzhan, Hebei",,
Sanjiangkou,China,CN,Yunnan,"Sanjiangkou, Yunnan",,
Gaohucun,China,CN,Zhejiang,"Gaohucun, Zhejiang",,
Xiaozui,China,CN,Gansu,"Xiaozui, Gansu",,
Chuqung,China,CN,Qinghai,"Chuqung, Qinghai",,
Kuiyibagecun,China,CN,Xinjiang,"Kuiyibagecun, Xinjiang",,
Bangshang,China,CN,Sichuan,"Bangshang, Sichuan",,
Nanfang,China,CN,Guangdong,"Nanfang, Guangdong",,
Kangning,China,CN,Gansu,"Kangning, Gansu",,
Shenjiaba,China,CN,Shaanxi,"Shenjiaba, Shaanxi",,
Haikoucun,China,CN,Zhejiang,"Haikoucun, Zhejiang",,
Qiushanxiang,China,CN,Gansu,"Qiushanxiang, Gansu",,
Biandanshan,China,CN,Guizhou,"Biandanshan, Guizhou",,
Fenggeling,China,CN,Shaanxi,"Fenggeling, Shaanxi",,
Fanzhao,China,CN,Guizhou,"Fanzhao, Guizhou",,
Tanggemu Nongchang,China,CN,Qinghai,"Tanggemu Nongchang, Qinghai",,
Hongliuwan,China,CN,Gansu,"Hongliuwan, Gansu",,
Gar,China,CN,Tibet,"Gar, Tibet",,
Dongcha,China,CN,Gansu,"Dongcha, Gansu",,
Ruoqiang,China,CN,Xinjiang,"Ruoqiang, Xinjiang",,
Pagqên,China,CN,Qinghai,"Pagqên, Qinghai",,
Baluntaicun,China,CN,Xinjiang,"Baluntaicun, Xinjiang",,
Dashouping,China,CN,Guangdong,"Dashouping, Guangdong",,
Taxkorgan,China,CN,Xinjiang,"Taxkorgan, Xinjiang",,
Nanzhangcheng,China,CN,Hebei,"Nanzhangcheng, Hebei",,
Gyümai,China,CN,Qinghai,"Gyümai, Qinghai",,
Hongwansi,China,CN,Gansu,"Hongwansi, Gansu",,
Shankoucun,China,CN,Zhejiang,"Shankoucun, Zhejiang",,
Hongmao,China,CN,Hainan,"Hongmao, Hainan",,
Heyin,China,CN,Qinghai,"Heyin, Qinghai",,
Xiaoshengcun,China,CN,Guangdong,"Xiaoshengcun, Guangdong",,
Dongping,China,CN,Guangdong,"Dongping, Guangdong",,
Hongliuyuan,China,CN,Gansu,"Hongliuyuan, Gansu",,
Cangyanshanzhen,China,CN,Hebei,"Cangyanshanzhen, Hebei",,
Sêraitang,China,CN,Qinghai,"Sêraitang, Qinghai",,
Chugqênsumdo,China,CN,Qinghai,"Chugqênsumdo, Qinghai",,
Jiaotanzhuang,China,CN,Hebei,"Jiaotanzhuang, Hebei",,
Gyangzê,China,CN,Tibet,"Gyangzê, Tibet",,
Zhongcha,China,CN,Sichuan,"Zhongcha, Sichuan",,
Mengjiazhuang,China,CN,Hebei,"Mengjiazhuang, Hebei",,
Dabancheng,China,CN,Xinjiang,"Dabancheng, Xinjiang",,
Xibaipo,China,CN,Hebei,"Xibaipo, Hebei",,
Jinzhong,China,CN,Yunnan,"Jinzhong, Yunnan",,
Dachi,China,CN,Shaanxi,"Dachi, Shaanxi",,
Kailu,China,CN,Inner Mongolia,"Kailu, Inner Mongolia",,
Linxi,China,CN,Inner Mongolia,"Linxi, Inner Mongolia",,
Dujiashigou,China,CN,Shaanxi,"Dujiashigou, Shaanxi",,
Yueyaquan,China,CN,Gansu,"Yueyaquan, Gansu",,
Jixian,China,CN,Gansu,"Jixian, Gansu",,
Dangcheng,China,CN,Gansu,"Dangcheng, Gansu",,
Xiba,China,CN,Gansu,"Xiba, Gansu",,
Shiyuan,China,CN,Gansu,"Shiyuan, Gansu",,
Zengjiaba,China,CN,Shaanxi,"Zengjiaba, Shaanxi",,
Aweitancun,China,CN,Xinjiang,"Aweitancun, Xinjiang",,
Xiada,China,CN,Guangdong,"Xiada, Guangdong",,
Zhangping,China,CN,Shanxi,"Zhangping, Shanxi",,
Benbutucun,China,CN,Xinjiang,"Benbutucun, Xinjiang",,
Xiangping,China,CN,Guangdong,"Xiangping, Guangdong",,
Leichi,China,CN,Shaanxi,"Leichi, Shaanxi",,
Dazhuangzi,China,CN,Gansu,"Dazhuangzi, Gansu",,
Daping,China,CN,Guangdong,"Daping, Guangdong",,
Zhujiagua,China,CN,Shaanxi,"Zhujiagua, Shaanxi",,
Hukou,China,CN,Shaanxi,"Hukou, Shaanxi",,
Huohua,China,CN,Guizhou,"Huohua, Guizhou",,
Baili,China,CN,Gansu,"Baili, Gansu",,
Guazhoucun,China,CN,Gansu,"Guazhoucun, Gansu",,
Gucheng,China,CN,Gansu,"Gucheng, Gansu",,
Datian,China,CN,Guangdong,"Datian, Guangdong",,
Guanzhuang,China,CN,Shaanxi,"Guanzhuang, Shaanxi",,
Azitan,China,CN,Gansu,"Azitan, Gansu",,
Yangjiagetai,China,CN,Shaanxi,"Yangjiagetai, Shaanxi",,
Dagou,China,CN,Gansu,"Dagou, Gansu",,
Shechengtan,China,CN,Shanxi,"Shechengtan, Shanxi",,
Bingzhongluo,China,CN,Yunnan,"Bingzhongluo, Yunnan",,
Jiyek,China,CN,Xinjiang,"Jiyek, Xinjiang",,
Fangjiata,China,CN,Shaanxi,"Fangjiata, Shaanxi",,
Jinshan,China,CN,Gansu,"Jinshan, Gansu",,
Jiajiaping,China,CN,Shaanxi,"Jiajiaping, Shaanxi",,
Renzhuangcun,China,CN,Zhejiang,"Renzhuangcun, Zhejiang",,
Cairima,China,CN,Gansu,"Cairima, Gansu",,
Hejiachuan,China,CN,Shaanxi,"Hejiachuan, Shaanxi",,
Sanmucha,China,CN,Gansu,"Sanmucha, Gansu",,
Taoyan,China,CN,Gansu,"Taoyan, Gansu",,
Jingping,China,CN,Gansu,"Jingping, Gansu",,
Dayi,China,CN,Gansu,"Dayi, Gansu",,
Biancang,China,CN,Gansu,"Biancang, Gansu",,
Nichicun,China,CN,Tibet,"Nichicun, Tibet",,
